emp_no,dept_name,first_name,last_name,birth_date,from_date,to_date,title
284717,Development,Gal,Ranta,1965-01-11,1992-11-07,9999-01-01,Senior Engineer
284856,Quality Management,Moto,Kobara,1965-01-05,1991-12-12,9999-01-01,Senior Engineer
284954,Quality Management,Anneke,Hammerschmidt,1965-01-16,1996-01-30,9999-01-01,Engineer
285164,Sales,Xiaocheng,Kumaresan,1965-01-02,1994-10-03,9999-01-01,Staff
285396,Development,Lena,Kohling,1965-01-27,1986-10-04,9999-01-01,Senior Engineer
285905,Research,Kellyn,Bage,1965-01-09,1994-11-04,9999-01-01,Senior Staff
285906,Development,Arnould,Buescher,1965-01-02,1998-03-26,9999-01-01,Engineer
286026,Sales,Utpal,Zaumen,1965-01-21,1991-02-25,9999-01-01,Senior Staff
286029,Customer Service,Jaques,Nanard,1965-01-28,1996-07-16,9999-01-01,Staff
286370,Human Resources,Toshimitsu,Seuren,1965-01-06,1995-01-19,9999-01-01,Senior Staff
286452,Development,Behnaam,Bierbaum,1965-01-26,1999-01-31,9999-01-01,Engineer
286573,Production,Nahum,Nishimukai,1965-01-27,1994-07-29,9999-01-01,Engineer
286779,Production,Sigeru,Versino,1965-01-24,1998-08-31,9999-01-01,Engineer
286986,Development,Woody,Trelles,1965-01-01,1996-05-23,9999-01-01,Senior Engineer
287323,Sales,Steve,Dengi,1965-02-01,1999-09-15,9999-01-01,Staff
287327,Human Resources,Youjian,Felder,1965-01-13,1993-07-15,9999-01-01,Senior Staff
287334,Production,Elliott,Speer,1965-01-05,1998-08-08,9999-01-01,Engineer
287482,Quality Management,Shigeaki,Gihr,1965-01-01,1994-03-18,9999-01-01,Engineer
287583,Production,Jovan,Hockney,1965-01-18,1990-06-21,9999-01-01,Engineer
287609,Development,Sailaja,Negoita,1965-01-06,1988-01-20,9999-01-01,Senior Engineer
287713,Finance,Aamod,Ranka,1965-01-23,1992-12-07,9999-01-01,Senior Staff
287808,Development,Vidar,Ozeki,1965-01-09,1996-06-17,9999-01-01,Technique Leader
287983,Marketing,Randi,Munos,1965-01-23,1990-09-07,9999-01-01,Senior Staff
287984,Development,Troy,Kobuchi,1965-01-09,1991-02-12,9999-01-01,Senior Engineer
288028,Development,Kauko,Narwekar,1965-01-22,1985-12-16,9999-01-01,Senior Engineer
288142,Sales,Shay,Heystek,1965-01-25,1989-04-01,9999-01-01,Staff
288166,Human Resources,Masoud,Asmuth,1965-01-11,1994-09-05,9999-01-01,Staff
288560,Marketing,Yifei,Birjandi,1965-01-16,1994-02-07,9999-01-01,Staff
288563,Production,Cristinel,Gerlach,1965-01-02,1996-01-09,9999-01-01,Senior Engineer
288606,Sales,Susumu,Swiss,1965-01-21,1991-11-15,9999-01-01,Staff
288665,Development,Horward,Khasidashvili,1965-01-31,1998-11-19,9999-01-01,Senior Engineer
288893,Development,Bedrich,Rosenbaum,1965-01-30,1991-01-27,9999-01-01,Senior Engineer
289454,Development,Bowen,Narwekar,1965-01-20,1985-03-08,9999-01-01,Senior Engineer
289687,Research,Fai,Maccarone,1965-01-31,1985-10-30,9999-01-01,Staff
289807,Customer Service,Soenke,Lemarechal,1965-01-04,1994-09-04,9999-01-01,Staff
289909,Sales,Hilari,Vecchio,1965-01-09,1993-04-24,9999-01-01,Staff
290009,Human Resources,Zijian,Rindone,1965-01-22,1989-07-09,9999-01-01,Staff
290075,Human Resources,Boalin,Byoun,1965-01-15,1990-10-01,9999-01-01,Staff
290284,Development,Kwangjo,Menhardt,1965-01-08,1996-01-11,9999-01-01,Engineer
290441,Sales,Gregory,Collavizza,1965-01-25,1987-09-09,9999-01-01,Staff
290467,Research,Shaowen,Poulakidas,1965-01-29,1987-04-15,9999-01-01,Staff
290478,Quality Management,Tsvetan,Sherertz,1965-01-03,1989-08-07,9999-01-01,Assistant Engineer
290563,Production,Shigehiro,Oxenboll,1965-01-09,1986-02-26,9999-01-01,Senior Engineer
290769,Development,Lalit,Blokdijk,1965-01-26,1999-02-01,9999-01-01,Senior Engineer
291352,Research,Danai,Trelles,1965-01-07,1997-08-26,9999-01-01,Technique Leader
291612,Development,Siamak,Gomatam,1965-01-30,1998-07-08,9999-01-01,Engineer
291669,Development,Faiza,Bach,1965-01-04,1999-09-13,9999-01-01,Engineer
292110,Development,Menkae,Showalter,1965-01-23,1996-08-09,9999-01-01,Senior Engineer
292146,Development,Khatoun,Pulkowski,1965-01-09,2002-01-09,9999-01-01,Engineer
292210,Development,Masaru,Huhdanpaa,1965-01-17,1996-11-23,9999-01-01,Senior Engineer
292404,Research,Hongzue,Zultner,1965-01-28,1990-02-22,9999-01-01,Senior Staff
292504,Quality Management,Georgi,Bednarek,1965-01-27,1994-03-02,9999-01-01,Senior Engineer
292515,Development,Bernd,Thummel,1965-01-04,1989-08-03,9999-01-01,Engineer
292828,Production,Ziya,Tokunaga,1965-01-10,1986-01-08,9999-01-01,Senior Engineer
293080,Human Resources,Hideyuki,Slaats,1965-01-12,1987-05-30,9999-01-01,Senior Staff
293154,Marketing,Syozo,Maliniak,1965-01-21,1993-06-06,9999-01-01,Senior Staff
293280,Development,Moti,Steenbeek,1965-01-24,1987-01-22,9999-01-01,Engineer
293329,Development,Fumiya,Griswold,1965-01-15,1986-06-12,9999-01-01,Engineer
293746,Development,Sanjay,Litecky,1965-01-25,1995-08-27,9999-01-01,Senior Engineer
293752,Sales,Jungsoon,Bail,1965-01-04,1986-02-18,9999-01-01,Senior Staff
294144,Sales,Takanari,Ermel,1965-01-09,1992-01-11,9999-01-01,Staff
294241,Finance,Marl,Fiebach,1965-01-12,1994-07-26,9999-01-01,Senior Staff
294446,Finance,Claudi,Ruemmler,1965-01-27,1999-08-13,9999-01-01,Staff
294461,Development,Siddarth,Rosiles,1965-01-14,1985-11-18,9999-01-01,Senior Engineer
294527,Marketing,Ashish,Candan,1965-01-04,1992-02-02,9999-01-01,Senior Staff
294652,Research,Hironobu,Brodie,1965-01-27,1998-12-21,9999-01-01,Engineer
294791,Development,Vesna,Lammel,1965-01-28,1999-10-08,9999-01-01,Assistant Engineer
294857,Development,Caolyn,Ozeri,1965-01-15,1986-07-29,9999-01-01,Engineer
295030,Customer Service,Fun,Keirsey,1965-01-01,1985-07-09,9999-01-01,Senior Staff
295236,Development,Kauko,Fujisawa,1965-01-24,1987-09-13,9999-01-01,Engineer
295254,Human Resources,Xuejun,Pfau,1965-01-15,1985-07-24,9999-01-01,Staff
295255,Production,Jacopo,Bellone,1965-01-04,1988-03-13,9999-01-01,Technique Leader
295262,Production,Moon,Pews,1965-01-22,1994-08-06,9999-01-01,Assistant Engineer
295268,Human Resources,Eben,Calkin,1965-01-28,1996-12-19,9999-01-01,Senior Staff
295278,Development,Val,Barvinok,1965-01-04,1990-01-02,9999-01-01,Engineer
295411,Sales,Chiranjit,Serot,1965-01-18,1997-04-04,9999-01-01,Staff
295857,Human Resources,Kankanahalli,Ciolek,1965-01-17,1989-12-26,9999-01-01,Staff
296062,Research,Shaz,Driscoll,1965-01-29,1998-10-03,9999-01-01,Staff
296303,Development,Mariangiola,Heyers,1965-01-28,1992-08-04,9999-01-01,Technique Leader
296428,Sales,Charmane,Simmen,1965-01-03,1989-03-07,9999-01-01,Staff
296664,Production,Dipayan,Geffroy,1965-01-31,1987-09-17,9999-01-01,Senior Engineer
296687,Research,Palash,Spieker,1965-01-02,1991-05-11,9999-01-01,Staff
296718,Production,Kamakshi,Bahl,1965-01-30,1987-12-22,9999-01-01,Senior Engineer
297232,Sales,Lokesh,Saoudi,1965-01-16,1999-05-25,9999-01-01,Senior Staff
297431,Marketing,Cathie,Ratnakar,1965-01-12,1996-06-23,9999-01-01,Senior Staff
297474,Research,Irena,Terkki,1965-01-13,1998-03-11,9999-01-01,Staff
297905,Development,Marc,Bahl,1965-01-12,1997-06-18,9999-01-01,Assistant Engineer
297954,Production,Sailaja,Fujisaki,1965-01-13,1995-07-24,9999-01-01,Assistant Engineer
298339,Development,King,Benzmuller,1965-01-11,1986-09-04,9999-01-01,Senior Engineer
298577,Finance,Florina,Litecky,1965-01-11,1985-12-02,9999-01-01,Staff
298953,Finance,Zita,Syang,1965-02-01,1998-12-29,9999-01-01,Staff
299346,Human Resources,Fumitake,Sichman,1965-01-09,1991-02-21,9999-01-01,Senior Staff
299580,Quality Management,Luisa,Itzfeldt,1965-01-21,1997-01-23,9999-01-01,Engineer
299718,Research,Denny,Shobatake,1965-01-15,1997-06-22,9999-01-01,Senior Staff
299737,Sales,Patricio,Itzfeldt,1965-02-01,1985-05-21,9999-01-01,Staff
400046,Development,Hilari,Christ,1965-01-12,1996-10-07,9999-01-01,Senior Staff
400358,Development,Angus,Jullig,1965-01-31,1989-04-13,9999-01-01,Engineer
400683,Sales,Kamakshi,Manders,1965-01-28,1995-08-05,9999-01-01,Staff
400780,Development,Poornachandra,Asser,1965-01-09,1993-11-07,9999-01-01,Engineer
400796,Development,Bodo,Halevi,1965-01-10,1996-05-30,9999-01-01,Engineer
401154,Human Resources,Danae,Kragelund,1965-01-27,1987-05-20,9999-01-01,Staff
401278,Production,Oguz,Schurmann,1965-01-16,1986-11-11,9999-01-01,Assistant Engineer
401333,Production,Martins,Shokrollahi,1965-01-30,1986-11-04,9999-01-01,Engineer
401420,Customer Service,Florian,Uhrig,1965-01-06,1987-01-31,9999-01-01,Senior Staff
401574,Production,Yannik,Falco,1965-01-13,1988-01-15,9999-01-01,Technique Leader
402025,Quality Management,Shigehito,Duclos,1965-01-20,1987-09-20,9999-01-01,Senior Engineer
402102,Development,Kersti,Granlund,1965-01-21,1995-03-19,9999-01-01,Engineer
402664,Production,Subhada,Janetzko,1965-01-04,1987-01-25,9999-01-01,Senior Engineer
402718,Development,Jeanna,Rettelbach,1965-01-17,1990-02-14,9999-01-01,Senior Engineer
402827,Human Resources,Weidon,Pollacia,1965-01-28,2002-03-24,9999-01-01,Senior Staff
403010,Development,Toshimitsu,Sluis,1965-01-16,1985-02-18,9999-01-01,Senior Engineer
403621,Marketing,Deborah,Kaminger,1965-01-07,1988-06-04,9999-01-01,Staff
403644,Human Resources,Krisda,Hainaut,1965-01-19,1995-07-08,9999-01-01,Staff
403954,Development,Jeanna,Bratten,1965-01-10,1990-07-26,9999-01-01,Senior Engineer
404018,Development,Valery,Babb,1965-01-11,1998-10-19,9999-01-01,Senior Engineer
404236,Development,Zengping,Kakkar,1965-01-12,1988-07-22,9999-01-01,Senior Engineer
404462,Development,Anestis,Setlzner,1965-01-09,1985-07-13,9999-01-01,Senior Engineer
404573,Human Resources,Eberhardt,Spelt,1965-01-31,1997-07-05,9999-01-01,Staff
404755,Marketing,Manu,Junet,1965-01-13,1991-04-20,9999-01-01,Senior Staff
404788,Development,Basem,Beausoleil,1965-01-16,1998-03-16,9999-01-01,Engineer
405015,Sales,Morris,Fargier,1965-01-02,1988-06-29,9999-01-01,Senior Staff
405063,Production,Yechezkel,Yurov,1965-01-26,2001-11-16,9999-01-01,Senior Engineer
406125,Production,Georgi,Portugali,1965-01-25,1987-09-27,9999-01-01,Technique Leader
406239,Development,Marek,Tomescu,1965-01-09,1995-05-15,9999-01-01,Senior Engineer
406564,Development,Parviz,Picco,1965-01-25,1995-04-16,9999-01-01,Engineer
406714,Research,Malu,Ossenbruggen,1965-02-01,1986-11-21,9999-01-01,Staff
406847,Sales,Alexius,Crouzet,1965-01-24,1999-10-05,9999-01-01,Staff
407522,Finance,Tommaso,Raczkowsky,1965-01-25,1996-08-29,9999-01-01,Staff
407837,Quality Management,Fei,Erez,1965-02-01,1988-04-02,9999-01-01,Senior Engineer
408019,Production,Shridhar,Chleq,1965-01-01,1986-03-22,9999-01-01,Assistant Engineer
408114,Development,Geoffrey,Ladret,1965-01-05,1994-01-03,9999-01-01,Engineer
408163,Development,Irene,Sethi,1965-01-21,2000-08-12,9999-01-01,Senior Engineer
408417,Sales,Tsz,Daescu,1965-01-19,1994-09-28,9999-01-01,Staff
408437,Customer Service,Uno,Solares,1965-01-29,1994-09-22,9999-01-01,Staff
408447,Sales,Mayuri,Werthner,1965-01-13,2001-02-20,9999-01-01,Staff
408654,Customer Service,Yongqiao,Cochrane,1965-01-09,1986-10-27,9999-01-01,Staff
408953,Development,Jolita,Claffy,1965-01-26,1993-12-24,9999-01-01,Senior Engineer
409391,Production,Willard,Verspoor,1965-01-06,1999-02-28,9999-01-01,Engineer
409798,Production,Dekang,Tsunoo,1965-01-15,1995-01-19,9999-01-01,Technique Leader
409805,Quality Management,Frazer,Candan,1965-01-15,1999-03-05,9999-01-01,Senior Engineer
409898,Development,Divier,Ishibashi,1965-02-01,1989-09-22,9999-01-01,Senior Engineer
410028,Human Resources,Xiadong,McClurg,1965-01-11,1985-09-17,9999-01-01,Senior Staff
410372,Development,Duri,Mitina,1965-01-08,1990-03-04,9999-01-01,Senior Engineer
410433,Production,Kazuhisa,Riesenhuber,1965-01-19,1992-10-06,9999-01-01,Senior Engineer
410616,Development,Gudjon,Kalorkoti,1965-01-18,1994-04-14,9999-01-01,Senior Engineer
410804,Production,Ronnie,Denos,1965-01-17,1992-06-08,9999-01-01,Senior Engineer
410881,Quality Management,Koichi,Grabner,1965-01-06,2000-04-05,9999-01-01,Senior Engineer
411070,Development,Otmar,Brandsma,1965-01-29,1987-05-28,9999-01-01,Engineer
411082,Production,Martine,Cangellaris,1965-01-08,1992-04-28,9999-01-01,Engineer
411143,Marketing,Goncalo,Barbanera,1965-01-08,1996-09-01,9999-01-01,Senior Staff
412404,Production,Mitsuyuki,Jeansoulin,1965-01-15,1999-10-28,9999-01-01,Senior Engineer
412757,Development,Leen,Peak,1965-01-03,1999-11-20,9999-01-01,Engineer
413098,Research,Hsiangchu,Taubenfeld,1965-01-26,1993-04-17,9999-01-01,Senior Staff
413205,Sales,Mototsugu,Prampolini,1965-01-09,1988-06-12,9999-01-01,Senior Staff
413666,Finance,Remco,Duclos,1965-01-05,1988-04-18,9999-01-01,Senior Staff
413729,Development,Harjit,Ernst,1965-01-02,1992-04-26,9999-01-01,Technique Leader
413831,Customer Service,Mohamadou,Grabner,1965-01-09,1991-11-25,9999-01-01,Senior Staff
413832,Human Resources,Marco,Jahnichen,1965-01-24,1995-03-28,9999-01-01,Senior Staff
414027,Customer Service,Tadanori,Msuda,1965-01-31,1993-02-20,9999-01-01,Senior Engineer
414091,Development,Wuxu,Kuhnemann,1965-01-17,1997-08-19,9999-01-01,Engineer
414543,Production,Bernd,Anick,1965-01-03,1988-11-19,9999-01-01,Senior Engineer
414551,Development,Elliott,Copas,1965-01-22,1994-09-13,9999-01-01,Senior Engineer
414662,Development,Ipke,Schneeberger,1965-01-21,1985-09-20,9999-01-01,Engineer
414714,Research,Chinho,Delgrande,1965-01-06,1996-11-07,9999-01-01,Senior Staff
414814,Development,Dayanand,Wielonsky,1965-01-28,1999-02-28,9999-01-01,Staff
414897,Sales,Juyoung,Willoner,1965-01-17,1989-11-03,9999-01-01,Staff
415187,Production,Juyoung,Peltason,1965-01-03,1998-09-01,9999-01-01,Assistant Engineer
415338,Production,Shigeo,Emmart,1965-01-22,1995-12-24,9999-01-01,Assistant Engineer
415363,Marketing,Conal,Shackell,1965-01-19,1995-02-23,9999-01-01,Staff
415563,Development,Mrinalini,Bierbaum,1965-01-21,1986-03-12,9999-01-01,Engineer
416074,Development,Alain,Lieberherr,1965-01-08,1987-05-11,9999-01-01,Senior Engineer
416383,Development,Nectarios,Itschner,1965-01-29,1990-03-02,9999-01-01,Engineer
416420,Sales,Adamantios,Heemskerk,1965-01-22,1986-08-08,9999-01-01,Senior Staff
416492,Development,Kannan,Meriste,1965-01-15,1992-08-12,9999-01-01,Senior Engineer
416660,Development,Nathalie,Luke,1965-01-28,1987-09-16,9999-01-01,Engineer
416720,Production,Tokuyasu,Xiaoshan,1965-01-14,1991-09-19,9999-01-01,Senior Engineer
416877,Marketing,Gio,Orsini,1965-01-02,1988-12-07,9999-01-01,Senior Staff
416892,Production,Shooichi,Vandervoorde,1965-01-03,1996-08-16,9999-01-01,Engineer
417435,Sales,Bouchung,Zaumen,1965-01-03,1999-01-29,9999-01-01,Senior Staff
418239,Production,Josyula,Motley,1965-01-03,1996-03-26,9999-01-01,Senior Engineer
418247,Marketing,Oscar,Oppitz,1965-01-08,2002-07-27,9999-01-01,Staff
418298,Production,Arvin,Pusterhofer,1965-01-08,1995-03-02,9999-01-01,Senior Engineer
418309,Production,Danel,Petereit,1965-01-24,1985-02-21,9999-01-01,Engineer
418380,Production,Kazuhiko,Gornas,1965-01-02,1993-05-20,9999-01-01,Senior Engineer
418566,Production,Kazuhide,Snedden,1965-01-27,1996-06-14,9999-01-01,Senior Engineer
418606,Production,Michaela,Otillio,1965-01-11,1994-01-05,9999-01-01,Engineer
418717,Sales,Arunachalam,Magliocco,1965-01-20,1987-12-23,9999-01-01,Senior Staff
418860,Marketing,Ymte,Dalton,1965-02-01,1992-11-22,9999-01-01,Staff
419099,Sales,Heon,Broomell,1965-01-15,1998-05-06,9999-01-01,Staff
419953,Marketing,Ung,Orlowski,1965-01-29,1991-07-22,9999-01-01,Staff
420086,Development,Susuma,Kitsuregawa,1965-01-27,1985-05-28,9999-01-01,Engineer
420476,Customer Service,Mariangiola,Bolsens,1965-01-28,1985-06-15,9999-01-01,Senior Staff
420557,Sales,Mabhin,Eastman,1965-01-06,1989-08-02,9999-01-01,Staff
420694,Research,Frazer,Barbanera,1965-01-19,1986-11-04,9999-01-01,Senior Staff
420732,Marketing,Willard,Morrin,1965-01-06,1996-05-27,9999-01-01,Staff
420759,Sales,Raimond,Solovay,1965-01-04,1997-10-03,9999-01-01,Staff
420765,Sales,Shawna,Krider,1965-01-17,1990-03-09,9999-01-01,Senior Staff
420877,Finance,Khosrow,Erez,1965-01-29,1990-02-11,9999-01-01,Staff
421022,Sales,Shigeaki,Butner,1965-01-26,1996-07-13,9999-01-01,Senior Staff
421033,Sales,Garnik,Randt,1965-01-14,1989-12-23,9999-01-01,Staff
421074,Sales,Zhaofang,Falster,1965-01-07,1994-06-29,9999-01-01,Senior Staff
421312,Development,Mariangiola,Bashian,1965-01-13,1999-09-18,9999-01-01,Engineer
421384,Human Resources,Renny,Bednarek,1965-01-02,1987-06-01,9999-01-01,Staff
421755,Production,Shichao,Thiria,1965-01-03,1989-01-11,9999-01-01,Senior Engineer
422146,Research,Kenton,Miara,1965-01-08,2002-03-13,9999-01-01,Engineer
422783,Production,Jagoda,Uhrig,1965-01-18,1995-09-01,9999-01-01,Engineer
423038,Sales,Takushi,Strehl,1965-01-20,1988-10-04,9999-01-01,Senior Staff
423204,Sales,Uma,Stranks,1965-01-08,1991-09-13,9999-01-01,Staff
423208,Development,Joydip,Krone,1965-01-19,1995-02-08,9999-01-01,Engineer
423214,Finance,Tsutomu,Tetzlaff,1965-01-31,1987-09-24,9999-01-01,Senior Staff
423327,Sales,Constantijn,Lichtman,1965-01-27,1994-06-26,9999-01-01,Senior Staff
423350,Sales,Heping,Monarch,1965-01-04,1988-04-15,9999-01-01,Staff
423633,Development,Mariusz,Tokunaga,1965-01-30,1985-02-11,9999-01-01,Senior Engineer
423993,Development,Seshu,Kolvik,1965-01-01,1988-12-09,9999-01-01,Technique Leader
424569,Development,Danco,Luff,1965-01-14,1997-10-30,9999-01-01,Engineer
424584,Development,Kagan,Dredge,1965-02-01,1994-02-26,9999-01-01,Engineer
424685,Finance,Changho,Veevers,1965-01-10,1997-03-03,9999-01-01,Senior Staff
424797,Sales,Theron,Itschner,1965-01-19,1985-05-16,9999-01-01,Staff
424805,Sales,Jacqueline,Zallocco,1965-01-24,1987-12-17,9999-01-01,Staff
424930,Human Resources,Xuejun,Reeker,1965-01-19,1988-11-18,9999-01-01,Staff
424984,Development,Vasilis,Waleschkowski,1965-01-11,1996-05-26,9999-01-01,Engineer
425437,Development,Moni,Staudhammer,1965-01-03,1999-03-23,9999-01-01,Engineer
425535,Marketing,Alagu,Vieri,1965-01-18,1986-08-23,9999-01-01,Staff
425540,Finance,Paddy,Zumaque,1965-01-03,1995-11-12,9999-01-01,Senior Staff
425757,Production,Yongdong,Jiang,1965-01-18,1995-01-31,9999-01-01,Senior Staff
425780,Sales,Paris,Range,1965-01-15,1989-10-25,9999-01-01,Senior Staff
425830,Development,Guther,Conia,1965-01-30,1999-02-13,9999-01-01,Engineer
425875,Sales,Jahangir,Kroft,1965-01-19,1990-06-11,9999-01-01,Staff
426153,Sales,Shahaf,Luce,1965-01-16,1999-04-06,9999-01-01,Senior Staff
426168,Finance,Kaijung,Mateescu,1965-01-10,1987-11-18,9999-01-01,Staff
426228,Development,Supot,Badache,1965-01-17,1996-08-17,9999-01-01,Engineer
426235,Human Resources,Danco,Rajala,1965-01-31,1991-03-29,9999-01-01,Staff
426644,Production,Zejun,Broomell,1965-01-13,1995-01-19,9999-01-01,Engineer
426706,Production,Karsten,Kawashima,1965-01-07,1994-03-15,9999-01-01,Senior Engineer
426795,Customer Service,Huican,Lunn,1965-01-07,1986-07-23,9999-01-01,Senior Staff
426818,Customer Service,Gaurav,Fendler,1965-01-21,1992-02-15,9999-01-01,Staff
426819,Production,Sandeepan,Kulisch,1965-01-13,1997-05-16,9999-01-01,Engineer
426824,Customer Service,Gopalakrishnan,Mawatari,1965-01-25,1997-12-07,9999-01-01,Staff
426958,Production,Weijing,Viele,1965-01-19,1985-10-03,9999-01-01,Senior Engineer
427313,Research,Utpal,Kemmerer,1965-01-31,1986-12-04,9999-01-01,Staff
427320,Development,Mamdouh,Ramamoorthy,1965-01-13,2000-01-13,9999-01-01,Senior Engineer
427332,Customer Service,Feiyu,Hemaspaandra,1965-01-20,1995-06-04,9999-01-01,Staff
427571,Research,Torsten,Ranta,1965-01-20,1995-07-03,9999-01-01,Senior Engineer
427776,Finance,Jaques,Navazio,1965-01-25,1989-04-04,9999-01-01,Senior Staff
427805,Finance,Haldun,Compeau,1965-01-21,1997-10-15,9999-01-01,Senior Staff
427823,Customer Service,Jaques,Gecsei,1965-01-18,1999-07-13,9999-01-01,Staff
427852,Production,Adil,Kieras,1965-01-02,1992-07-20,9999-01-01,Senior Engineer
428082,Human Resources,Ronghao,Alpin,1965-01-09,1991-09-11,9999-01-01,Staff
428160,Marketing,Jamaludin,Kalorkoti,1965-01-12,1998-09-06,9999-01-01,Senior Staff
428195,Human Resources,Hatsukazu,Rosca,1965-01-11,1993-08-02,9999-01-01,Staff
428219,Sales,Ghassan,Androutsos,1965-01-21,1987-12-26,9999-01-01,Staff
428917,Development,Theron,Billawala,1965-01-23,1989-02-17,9999-01-01,Senior Engineer
429087,Quality Management,Hugh,Senzako,1965-01-27,1992-10-15,9999-01-01,Technique Leader
429231,Sales,Kazuyasu,Schmiedel,1965-01-09,1985-09-07,9999-01-01,Staff
429238,Sales,Mona,Luck,1965-01-29,1989-05-11,9999-01-01,Senior Staff
429249,Research,Alassane,Wolniewicz,1965-01-28,1993-11-09,9999-01-01,Engineer
429316,Finance,Seshu,Hiraishi,1965-01-08,1994-08-10,9999-01-01,Staff
429381,Sales,Limsoon,Roohalamini,1965-01-06,1986-11-26,9999-01-01,Senior Staff
429481,Development,Subhada,Emmerich,1965-01-09,1996-03-06,9999-01-01,Engineer
429520,Quality Management,Yongqiao,Francisci,1965-01-06,1999-12-01,9999-01-01,Engineer
429532,Customer Service,Bartek,Vendrig,1965-01-25,1992-06-06,9999-01-01,Staff
429569,Development,Fumiya,Chappelet,1965-01-03,1992-09-03,9999-01-01,Engineer
429703,Human Resources,Ung,Honglei,1965-01-06,1986-09-02,9999-01-01,Senior Staff
429899,Marketing,Ranan,Marsiglia,1965-01-30,1999-08-13,9999-01-01,Staff
429954,Sales,Renny,Gladwell,1965-01-26,1999-02-27,9999-01-01,Staff
430054,Development,Erzsebet,Setiz,1965-01-22,1993-06-10,9999-01-01,Senior Engineer
430558,Quality Management,Xiong,Roisin,1965-01-07,1988-03-01,9999-01-01,Senior Engineer
430593,Customer Service,Janalee,Lanzelotte,1965-01-19,1997-12-01,9999-01-01,Senior Staff
430631,Development,Kersti,Marsiglia,1965-01-17,1994-02-19,9999-01-01,Engineer
430891,Production,Khalil,Gien,1965-01-06,1991-08-06,9999-01-01,Senior Engineer
431576,Human Resources,Masamitsu,Back,1965-01-06,1993-04-12,9999-01-01,Staff
431657,Development,Visit,Thiran,1965-01-31,1986-11-14,9999-01-01,Senior Engineer
431882,Development,Hideo,Varman,1965-01-21,1997-06-19,9999-01-01,Engineer
431887,Development,Poorav,Ranst,1965-01-05,1996-06-01,9999-01-01,Senior Engineer
432031,Sales,Adamantios,Matzat,1965-01-11,1987-03-01,9999-01-01,Staff
432034,Marketing,Arfst,Uehara,1965-01-24,1994-07-10,9999-01-01,Senior Staff
432121,Customer Service,Alair,Straney,1965-01-06,1986-11-15,9999-01-01,Staff
432257,Production,Kwangjo,Hiltgen,1965-01-20,1998-12-22,9999-01-01,Engineer
432261,Development,Arve,Bergere,1965-01-30,1987-07-28,9999-01-01,Senior Engineer
432399,Customer Service,Nitsan,Nollmann,1965-01-19,1993-09-29,9999-01-01,Senior Engineer
432523,Development,Takahiro,Maquelin,1965-01-21,1997-07-21,9999-01-01,Engineer
432665,Development,Flemming,Driscoll,1965-01-02,1994-05-28,9999-01-01,Senior Engineer
432787,Development,Toshiko,Ibel,1965-01-16,1996-11-23,9999-01-01,Senior Engineer
432956,Marketing,Qunsheng,Birrer,1965-01-25,1986-05-13,9999-01-01,Senior Staff
433059,Sales,Bojan,Montresor,1965-01-02,1995-02-04,9999-01-01,Staff
433157,Sales,Tomofumi,Serna,1965-01-16,1999-10-23,9999-01-01,Staff
433260,Quality Management,Make,Olivero,1965-02-01,1991-06-01,9999-01-01,Assistant Engineer
433438,Research,Keiichiro,Miyakawa,1965-01-06,1993-09-12,9999-01-01,Staff
434845,Sales,Takushi,Skogmar,1965-01-11,1985-06-07,9999-01-01,Staff
434936,Development,Sahrah,Rosis,1965-01-15,1994-06-24,9999-01-01,Senior Engineer
435042,Sales,Brigham,Borstler,1965-01-10,1995-10-09,9999-01-01,Staff
435060,Sales,Moie,Lieblein,1965-01-16,1996-07-12,9999-01-01,Staff
435181,Marketing,Kazuhide,Fiutem,1965-01-16,1992-05-10,9999-01-01,Senior Staff
435289,Marketing,Feixiong,Schurmann,1965-01-04,1987-02-15,9999-01-01,Senior Staff
435305,Sales,Berthier,Pramanik,1965-01-21,1993-01-23,9999-01-01,Senior Staff
435370,Sales,Conal,Basart,1965-01-16,1991-05-17,9999-01-01,Senior Staff
435588,Human Resources,Genta,Pepe,1965-01-29,1994-04-12,9999-01-01,Senior Staff
435602,Sales,Dietrich,Kranzdorf,1965-01-29,1992-10-04,9999-01-01,Staff
435774,Sales,Olivera,Bharadwaj,1965-01-09,1992-04-01,9999-01-01,Staff
435791,Quality Management,Hercules,Speer,1965-01-07,1994-03-07,9999-01-01,Senior Engineer
436558,Development,Subir,Greibach,1965-01-08,1992-05-24,9999-01-01,Senior Engineer
436797,Finance,Ohad,Henders,1965-01-24,1990-11-03,9999-01-01,Staff
436827,Human Resources,Wojceich,Limongiello,1965-01-30,1988-03-10,9999-01-01,Senior Staff
436915,Research,Feixiong,Haraldson,1965-01-13,1998-10-11,9999-01-01,Staff
437276,Finance,Dines,DeMori,1965-01-17,1987-12-07,9999-01-01,Staff
437369,Sales,Kazuhide,Biran,1965-02-01,1995-01-25,9999-01-01,Senior Staff
437395,Marketing,Sumant,Thambidurai,1965-01-21,1996-08-24,9999-01-01,Senior Staff
437724,Human Resources,Erez,Luft,1965-01-17,1994-12-14,9999-01-01,Staff
437870,Development,Kerhong,Lorho,1965-01-07,2001-03-17,9999-01-01,Staff
438038,Marketing,Lena,Giaccio,1965-01-01,2001-10-03,9999-01-01,Senior Staff
